
 INFO Server running on [http://127.0.0.1:8001]. 

 Press Ctrl+C to stop the server
 2026-08-27 16:41:41 /settings/profile .. ~ 32s
 2026-08-27 16:42:14 /logout .. ~ 0.14ms
 2026-08-27 16:42:14 / .. ~ 0.03ms
 2026-08-27 16:42:14 /build/assets/welcome-BfRTVH50.js .. ~ 0.04ms
 2026-08-27 16:41:40 /build/assets/welcome-BfRTVH50.js .. ~ 33s
 2026-08-27 16:42:14 /login .. ~ 1s
 2026-08-27 16:42:16 /build/assets/password-Bi0BRUbd.js .. ~ 0.14ms
 2026-08-27 16:42:16 /build/assets/login-C2DcISF4.js .. ~ 0.56ms
 2026-08-27 16:42:16 /build/assets/password-input-DE_EgnEQ.js .. ~ 0.93ms
 2026-08-27 16:42:16 /build/assets/checkbox-DjQ_ZA14.js .. ~ 1.34ms
 2026-08-27 16:42:16 /build/assets/text-link-DU9uu0TR.js .. ~ 1.67ms
 2026-08-27 16:42:16 /build/assets/spinner-W9AqxJwh.js .. ~ 1.94ms
 2026-08-27 16:42:16 /build/assets/password-Bi0BRUbd.js .. ~ 0.20ms
 2026-08-27 16:42:16 /build/assets/login-C2DcISF4.js .. ~ 0.55ms
 2026-08-27 16:42:16 /build/assets/checkbox-DjQ_ZA14.js .. ~ 0.84ms
 2026-08-27 16:42:16 /build/assets/text-link-DU9uu0TR.js .. ~ 1.27ms
 2026-08-27 16:42:16 /build/assets/spinner-W9AqxJwh.js .. ~ 1.58ms
 2026-08-27 16:42:16 /build/assets/password-input-DE_EgnEQ.js .. ~ 1.84ms
 2026-08-27 16:43:37 / .. ~ 0.60ms
 2026-08-27 16:43:37 /build/assets/app-gwS8Gs8z.css .. ~ 0.14ms
 2026-08-27 16:43:37 /build/assets/instrument-sans-600-normal-B7fBEWYG.woff2 .. ~ 0.05ms
 2026-08-27 16:43:37 /build/assets/instrument-sans-400-normal-DRC__1Mx.woff2 .. ~ 0.21ms
 2026-08-27 16:43:37 /build/assets/instrument-sans-500-normal-Dk9ku72i.woff2 .. ~ 0.33ms
 2026-08-27 16:43:37 /build/assets/app-DolNItQx.js .. ~ 0.46ms
 2026-08-27 16:43:37 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 0.66ms
 2026-08-27 16:43:37 /build/assets/wayfinder-DZh1HhRB.js .. ~ 0.05ms
 2026-08-27 16:43:37 /build/assets/button-Gg-Ut9h1.js .. ~ 0.25ms
 2026-08-27 16:43:37 /build/assets/dist-C4E0F_Zx.js .. ~ 0.77ms
 2026-08-27 16:43:37 /build/assets/utils-CCDJ05Ll.js .. ~ 1.02ms
 2026-08-27 16:43:37 /build/assets/dist-DYpAiMua.js .. ~ 1.82ms
 2026-08-27 16:43:37 /build/assets/es2015-BuDVKjBt.js .. ~ 2.18ms
 2026-08-27 16:43:37 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 0.18ms
 2026-08-27 16:43:38 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 0.09ms
 2026-08-27 16:43:38 /build/assets/app-DolNItQx.js .. ~ 0.41ms
 2026-08-27 16:43:38 /build/assets/wayfinder-DZh1HhRB.js .. ~ 0.71ms
 2026-08-27 16:43:38 /build/assets/weighing-BMCW3w70.js .. ~ 0.44ms
 2026-08-27 16:43:38 /build/assets/validation-CE1VJZsf.js .. ~ 1.55ms
 2026-08-27 16:43:38 /build/assets/review-BlEntY1K.js .. ~ 1.82ms
 2026-08-27 16:43:38 /build/assets/report-BP4HFjM6.js .. ~ 2.22ms
 2026-08-27 16:43:38 /build/assets/attachments-CJgRV7Us.js .. ~ 8.52ms
 2026-08-27 16:43:38 /build/assets/welcome-BfRTVH50.js .. ~ 0.05ms
 2026-08-27 16:43:38 /build/assets/instrument-sans-400-normal-D1W7dsQl.woff .. ~ 0.20ms
 2026-08-27 16:43:38 /build/assets/instrument-sans-500-normal-Z6ESRlEs.woff .. ~ 0.65ms
 2026-08-27 16:43:38 /build/assets/button-Gg-Ut9h1.js .. ~ 505.01ms
 2026-08-27 16:43:39 /build/assets/dist-C4E0F_Zx.js .. ~ 0.21ms
 2026-08-27 16:43:39 /build/assets/utils-CCDJ05Ll.js .. ~ 0.59ms
 2026-08-27 16:43:39 /build/assets/dist-DYpAiMua.js .. ~ 0.87ms
 2026-08-27 16:43:39 /build/assets/es2015-BuDVKjBt.js .. ~ 1.14ms
 2026-08-27 16:43:39 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 1.43ms
 2026-08-27 16:43:39 /build/assets/weighing-BMCW3w70.js .. ~ 1.64ms
 2026-08-27 16:43:39 /build/assets/review-BlEntY1K.js .. ~ 0.16ms
 2026-08-27 16:43:39 /build/assets/validation-CE1VJZsf.js .. ~ 0.81ms
 2026-08-27 16:43:39 /build/assets/report-BP4HFjM6.js .. ~ 1.12ms
 2026-08-27 16:43:39 /build/assets/attachments-CJgRV7Us.js .. ~ 1.33ms
 2026-08-27 16:43:39 /build/assets/welcome-BfRTVH50.js .. ~ 1.50ms
 2026-08-27 16:43:38 /login .. ~ 1s
 2026-08-27 16:43:40 /build/assets/password-input-DE_EgnEQ.js .. ~ 0.10ms
 2026-08-27 16:43:40 /build/assets/login-C2DcISF4.js .. ~ 0.41ms
 2026-08-27 16:43:40 /build/assets/password-Bi0BRUbd.js .. ~ 0.71ms
 2026-08-27 16:43:40 /build/assets/input-error-s5bqd2KT.js .. ~ 0.99ms
 2026-08-27 16:43:40 /build/assets/checkbox-DjQ_ZA14.js .. ~ 1.26ms
 2026-08-27 16:43:40 /build/assets/label-CZXitPCt.js .. ~ 1.52ms
 2026-08-27 16:43:40 /build/assets/text-link-DU9uu0TR.js .. ~ 0.16ms
 2026-08-27 16:43:40 /build/assets/check-DQIbH2Rg.js .. ~ 0.55ms
 2026-08-27 16:43:40 /build/assets/spinner-W9AqxJwh.js .. ~ 0.81ms
 2026-08-27 16:43:41 /build/assets/password-Bi0BRUbd.js .. ~ 0.41ms
 2026-08-27 16:43:41 /build/assets/login-C2DcISF4.js .. ~ 0.79ms
 2026-08-27 16:43:41 /build/assets/checkbox-DjQ_ZA14.js .. ~ 1.04ms
 2026-08-27 16:43:41 /build/assets/label-CZXitPCt.js .. ~ 1.16ms
 2026-08-27 16:43:41 /build/assets/input-error-s5bqd2KT.js .. ~ 1.29ms
 2026-08-27 16:43:41 /build/assets/password-input-DE_EgnEQ.js .. ~ 1.44ms
 2026-08-27 16:43:41 /build/assets/text-link-DU9uu0TR.js .. ~ 0.15ms
 2026-08-27 16:43:41 /build/assets/check-DQIbH2Rg.js .. ~ 0.60ms
 2026-08-27 16:43:41 /build/assets/spinner-W9AqxJwh.js .. ~ 0.89ms
 2026-08-27 16:43:49 /login .. ~ 515.08ms
 2026-08-27 16:43:50 /dashboard .. ~ 0.29ms
 2026-08-27 16:43:50 /build/assets/dashboard-DfOmZYM6.js .. ~ 0.20ms
 2026-08-27 16:43:50 /build/assets/list-checks-ivbD5vCG.js .. ~ 0.56ms
 2026-08-27 16:43:50 /build/assets/card-BYCv6fNN.js .. ~ 1.56ms
 2026-08-27 16:43:50 /build/assets/trial-status-D3UwhyRl.js .. ~ 1.97ms
 2026-08-27 16:43:50 /build/assets/trials-table-B3wlxuJG.js .. ~ 2.25ms
 2026-08-27 16:43:50 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 2.57ms
 2026-08-27 16:43:51 /build/assets/table-BuUfoXgb.js .. ~ 0.07ms
 2026-08-27 16:43:51 /build/assets/badge-Df5YAb2T.js .. ~ 0.36ms
 2026-08-27 16:43:51 /build/assets/dashboard-DfOmZYM6.js .. ~ 0.67ms
 2026-08-27 16:43:51 /build/assets/list-checks-ivbD5vCG.js .. ~ 1.08ms
 2026-08-27 16:43:51 /build/assets/card-BYCv6fNN.js .. ~ 0.74ms
 2026-08-27 16:43:51 /build/assets/trial-status-D3UwhyRl.js .. ~ 0.84ms
 2026-08-27 16:43:51 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 1.52ms
 2026-08-27 16:43:51 /build/assets/trials-table-B3wlxuJG.js .. ~ 1.80ms
 2026-08-27 16:43:51 /build/assets/instrument-sans-600-normal-B9e8oLYv.woff .. ~ 0.10ms
 2026-08-27 16:43:51 /build/assets/table-BuUfoXgb.js .. ~ 0.31ms
 2026-08-27 16:43:51 /build/assets/badge-Df5YAb2T.js .. ~ 0.02ms
 2026-08-27 16:43:51 /trials/in-review .. ~ 2s
 2026-08-27 16:43:54 /trials/create .. ~ 0.10ms
 2026-08-27 16:43:55 /build/assets/form-BDNJuYX5.js .. ~ 0.15ms
 2026-08-27 16:43:51 /build/assets/form-BDNJuYX5.js .. ~ 3s
 2026-08-27 16:43:55 /build/assets/select-CwsgyXSb.js .. ~ 0.09ms
 2026-08-27 16:43:55 /build/assets/combobox-G-vG2vhK.js .. ~ 0.40ms
 2026-08-27 16:43:55 /build/assets/textarea-BJHHUHyE.js .. ~ 0.69ms
 2026-08-27 16:43:55 /build/assets/trial-wizard-steps-Da1FNROi.js .. ~ 0.97ms
 2026-08-27 16:43:55 /build/assets/select-CwsgyXSb.js .. ~ 0.21ms
 2026-08-27 16:43:55 /build/assets/combobox-G-vG2vhK.js .. ~ 0.73ms
 2026-08-27 16:43:55 /build/assets/textarea-BJHHUHyE.js .. ~ 1.05ms
 2026-08-27 16:43:55 /build/assets/trial-wizard-steps-Da1FNROi.js .. ~ 1.33ms
 2026-08-27 16:43:55 /trials/draft .. ~ 12s
 2026-08-27 16:44:08 /dashboard .. ~ 0.15ms
 2026-08-27 16:44:09 /approvals .. ~ 5s
 2026-08-27 16:44:15 /reports .. ~ 0.15ms
 2026-08-27 16:44:15 /admin/products .. ~ 515.21ms
 2026-08-27 16:44:15 /admin/parameters .. ~ 0.07ms
 2026-08-27 16:44:15 /admin/masters .. ~ 0.03ms
 2026-08-27 16:44:15 /admin/access-rights .. ~ 0.04ms
 2026-08-27 16:44:28 /trials/waiting-approval .. ~ 513.92ms
 2026-08-27 16:44:28 /trials/in-review .. ~ 0.04ms
 2026-08-27 16:44:28 /build/assets/trials-D5a-vSc7.js .. ~ 1s
 2026-08-27 16:43:56 /build/assets/trials-D5a-vSc7.js .. ~ 34s
 2026-08-27 16:44:37 /trials/create .. ~ 511.96ms
 2026-08-27 16:44:37 .. ~ 3m 19s
 2026-08-27 16:47:57 /dashboard .. ~ 511.01ms
 2026-08-27 16:47:57 /dashboard .. ~ 0.06ms
 2026-08-27 16:47:58 /build/assets/app-BjCmWPcB.css .. ~ 0.23ms
 2026-08-27 16:47:58 /build/assets/app-BScST4m3.js .. ~ 0.62ms
 2026-08-27 16:47:58 /build/assets/dashboard-DAJgkdlo.js .. ~ 0.93ms
 2026-08-27 16:47:58 /build/assets/trials-table-CGnSImrJ.js .. ~ 1.20ms
 2026-08-27 16:47:58 /build/assets/trial-wizard-SciBHThv.js .. ~ 1.46ms
 2026-08-27 16:47:58 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 1.71ms
 2026-08-27 16:47:58 /build/assets/button-Gg-Ut9h1.js .. ~ 0.38ms
 2026-08-27 16:47:58 /build/assets/dist-C4E0F_Zx.js .. ~ 0.87ms
 2026-08-27 16:47:58 /build/assets/instrument-sans-400-normal-DRC__1Mx.woff2 .. ~ 1.16ms
 2026-08-27 16:47:58 /build/assets/instrument-sans-500-normal-Dk9ku72i.woff2 .. ~ 1.37ms
 2026-08-27 16:47:58 /build/assets/instrument-sans-600-normal-B7fBEWYG.woff2 .. ~ 1.65ms
 2026-08-27 16:47:58 /build/assets/wayfinder-DZh1HhRB.js .. ~ 1.68ms
 2026-08-27 16:47:58 /build/assets/dashboard-DAJgkdlo.js .. ~ 0.08ms
 2026-08-27 16:47:58 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 0.30ms
 2026-08-27 16:47:58 /build/assets/trial-wizard-SciBHThv.js .. ~ 0.51ms
 2026-08-27 16:47:58 /build/assets/trials-table-CGnSImrJ.js .. ~ 0.71ms
 2026-08-27 16:47:58 /build/assets/app-BScST4m3.js .. ~ 0.84ms
 2026-08-27 16:47:58 /build/assets/attachments-CJgRV7Us.js .. ~ 0.03ms
 2026-08-27 16:47:58 /build/assets/es2015-BuDVKjBt.js .. ~ 0.28ms
 2026-08-27 16:47:58 /build/assets/review-BlEntY1K.js .. ~ 0.52ms
 2026-08-27 16:47:58 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 0.77ms
 2026-08-27 16:47:58 /build/assets/validation-CE1VJZsf.js .. ~ 0.75ms
 2026-08-27 16:47:59 /build/assets/weighing-BMCW3w70.js .. ~ 0.18ms
 2026-08-27 16:47:59 /build/assets/report-BP4HFjM6.js .. ~ 0.21ms
 2026-08-27 16:47:59 /build/assets/dist-DYpAiMua.js .. ~ 0.56ms
 2026-08-27 16:47:59 /build/assets/utils-CCDJ05Ll.js .. ~ 0.85ms
 2026-08-27 16:47:59 /build/assets/list-checks-ivbD5vCG.js .. ~ 1.09ms
 2026-08-27 16:47:59 /build/assets/card-BYCv6fNN.js .. ~ 1.33ms
 2026-08-27 16:47:59 /build/assets/trial-status-D3UwhyRl.js .. ~ 1.57ms
 2026-08-27 16:47:59 /build/assets/label-CZXitPCt.js .. ~ 0.19ms
 2026-08-27 16:47:59 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 0.64ms
 2026-08-27 16:47:59 /build/assets/table-BuUfoXgb.js .. ~ 1.13ms
 2026-08-27 16:47:59 /build/assets/badge-Df5YAb2T.js .. ~ 1.66ms
 2026-08-27 16:47:59 /build/assets/TrialReportController-GjletRPT.js .. ~ 1.99ms
 2026-08-27 16:47:59 /build/assets/button-Gg-Ut9h1.js .. ~ 516.46ms
 2026-08-27 16:48:00 /build/assets/instrument-sans-400-normal-D1W7dsQl.woff .. ~ 0.07ms
 2026-08-27 16:48:00 /build/assets/instrument-sans-500-normal-Z6ESRlEs.woff .. ~ 0.36ms
 2026-08-27 16:48:00 /build/assets/instrument-sans-600-normal-B9e8oLYv.woff .. ~ 0.67ms
 2026-08-27 16:48:00 /build/assets/dist-C4E0F_Zx.js .. ~ 0.23ms
 2026-08-27 16:48:00 /build/assets/attachments-CJgRV7Us.js .. ~ 0.83ms
 2026-08-27 16:48:00 /build/assets/review-BlEntY1K.js .. ~ 1.12ms
 2026-08-27 16:48:00 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 1.53ms
 2026-08-27 16:48:00 /build/assets/validation-CE1VJZsf.js .. ~ 1.97ms
 2026-08-27 16:48:00 /build/assets/wayfinder-DZh1HhRB.js .. ~ 2.57ms
 2026-08-27 16:48:00 /build/assets/es2015-BuDVKjBt.js .. ~ 0.20ms
 2026-08-27 16:48:00 /build/assets/weighing-BMCW3w70.js .. ~ 1.06ms
 2026-08-27 16:48:00 /build/assets/report-BP4HFjM6.js .. ~ 1.37ms
 2026-08-27 16:48:00 /build/assets/dist-DYpAiMua.js .. ~ 1.65ms
 2026-08-27 16:48:00 /build/assets/utils-CCDJ05Ll.js .. ~ 1.97ms
 2026-08-27 16:48:00 /build/assets/list-checks-ivbD5vCG.js .. ~ 2.26ms
 2026-08-27 16:48:00 /build/assets/trial-status-D3UwhyRl.js .. ~ 0.08ms
 2026-08-27 16:48:00 /build/assets/card-BYCv6fNN.js .. ~ 0.37ms
 2026-08-27 16:48:00 /build/assets/label-CZXitPCt.js .. ~ 0.77ms
 2026-08-27 16:48:00 /build/assets/table-BuUfoXgb.js .. ~ 1.07ms
 2026-08-27 16:48:00 /build/assets/badge-Df5YAb2T.js .. ~ 1.06ms
 2026-08-27 16:48:00 /build/assets/TrialReportController-GjletRPT.js .. ~ 0.36ms
 2026-08-27 16:48:01 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 0.18ms
 2026-08-27 16:48:00 /trials/82/report .. ~ 9s
 2026-08-27 16:48:10 /build/assets/report-oAzbip-c.js .. ~ 0.12ms
 2026-08-27 16:48:10 /build/assets/confirm-dialog-Dshnphpy.js .. ~ 0.48ms
 2026-08-27 16:48:10 /build/assets/dialog-Da9s6PJw.js .. ~ 0.77ms
 2026-08-27 16:48:10 /build/assets/textarea-BJHHUHyE.js .. ~ 1.09ms
 2026-08-27 16:48:10 /build/assets/alert-CzM2wOmw.js .. ~ 1.55ms
 2026-08-27 16:48:10 /build/assets/image-fallback-bn9YmNR0.js .. ~ 3.44ms
 2026-08-27 16:48:10 /trials/82/attachments/717/file .. ~ 0.17ms
 2026-08-27 16:48:10 /trials/82/attachments/718/file .. ~ 0.74ms
 2026-08-27 16:48:10 /trials/82/attachments/719/file .. ~ 509.18ms
 2026-08-27 16:48:10 /build/assets/dialog-Da9s6PJw.js .. ~ 510.30ms
 2026-08-27 16:48:10 /trials/82/attachments/720/file .. ~ 509.38ms
 2026-08-27 16:48:10 /build/assets/report-oAzbip-c.js .. ~ 511.14ms
 2026-08-27 16:48:10 /build/assets/confirm-dialog-Dshnphpy.js .. ~ 511.42ms
 2026-08-27 16:48:10 /trials/82/attachments/716/file .. ~ 0.98ms
 2026-08-27 16:48:10 /build/assets/textarea-BJHHUHyE.js .. ~ 511.80ms
 2026-08-27 16:48:10 /trials/82/attachments/715/file .. ~ 0.41ms
 2026-08-27 16:48:10 /build/assets/alert-CzM2wOmw.js .. ~ 0.24ms
 2026-08-27 16:48:11 /build/assets/image-fallback-bn9YmNR0.js .. ~ 0.22ms
 2026-08-27 16:48:15 /trials/in-review .. ~ 0.14ms
 2026-08-27 16:48:15 /build/assets/trials-1MikeTJJ.js .. ~ 0.05ms
 2026-08-27 16:48:16 /build/assets/trials-1MikeTJJ.js .. ~ 0.13ms
 2026-08-27 16:48:16 /trials/82/attachments/717/file .. ~ 9s
 2026-08-27 16:48:25 /trials/82/attachments/719/file .. ~ 0.11ms
 2026-08-27 16:48:25 /trials/82/attachments/718/file .. ~ 1.11ms
 2026-08-27 16:48:25 /trials/82/attachments/720/file .. ~ 2.88ms
 2026-08-27 16:48:25 /trials/82/attachments/716/file .. ~ 3.39ms
 2026-08-27 16:48:25 /trials/82/attachments/715/file .. ~ 509.84ms
 2026-08-27 16:48:40 /trials/create .. ~ 0.10ms
 2026-08-27 16:48:40 /trials/draft .. ~ 0.02ms
 2026-08-27 16:48:40 /trials/approved .. ~ 24s
 2026-08-27 16:49:05 /trials/waiting-approval .. ~ 501.39ms
 2026-08-27 16:49:06 /admin/masters .. ~ 505.06ms
 2026-08-27 16:49:06 /trials/rejected .. ~ 8s
 2026-08-27 16:49:15 /trials/need-revision .. ~ 0.19ms
 2026-08-27 16:48:16 .. ~ 1m 10s
 2026-08-27 16:49:27 /approvals .. ~ 0.04ms
 2026-08-27 16:49:27 /build/assets/approvals-ZwPm5x3i.js .. ~ 0.13ms
 2026-08-27 16:49:28 /build/assets/approvals-ZwPm5x3i.js .. ~ 0.02ms
 2026-08-27 16:49:28 /reports .. ~ 3s
 2026-08-27 16:49:31 /build/assets/reports-BQujZ-7a.js .. ~ 0.15ms
 2026-08-27 16:49:28 /build/assets/reports-BQujZ-7a.js .. ~ 3s
 2026-08-27 16:49:31 /admin/products .. ~ 2s
 2026-08-27 16:49:39 /trials/draft .. ~ 515.74ms
 2026-08-27 16:49:39 /trials/in-review .. ~ 0.03ms
 2026-08-27 16:49:39 /trials/waiting-approval .. ~ 7s
 2026-08-27 16:49:51 /trials/approved .. ~ 512.82ms
 2026-08-27 16:49:51 /admin/products .. ~ 14s
 2026-08-27 16:50:06 /reports .. ~ 0.20ms
 2026-08-27 16:50:06 /approvals .. ~ 517.33ms
 2026-08-27 16:50:06 .. ~ 2m
 2026-08-27 16:52:07 /trials/need-revision .. ~ 0.04ms
 2026-08-27 16:52:07 /trials/in-review .. ~ 505.80ms
 2026-08-27 16:52:07 /trials/draft .. ~ 0.04ms
 2026-08-27 16:52:07 /admin/parameters .. ~ 5s
 2026-08-27 16:52:13 /admin/masters .. ~ 0.10ms
 2026-08-27 16:52:13 /trials/approved .. ~ 2s
 2026-08-27 16:52:16 /trials/approved .. ~ 0.14ms
 2026-08-27 16:52:16 /build/assets/app-BjCmWPcB.css .. ~ 0.04ms
 2026-08-27 16:52:16 /trials/rejected .. ~ 0.04ms
 2026-08-27 16:52:16 /build/assets/instrument-sans-400-normal-DRC__1Mx.woff2 .. ~ 0.13ms
 2026-08-27 16:52:16 /build/assets/instrument-sans-500-normal-Dk9ku72i.woff2 .. ~ 0.06ms
 2026-08-27 16:52:16 /build/assets/instrument-sans-600-normal-B7fBEWYG.woff2 .. ~ 0.26ms
 2026-08-27 16:52:16 /build/assets/app-CECnkJos.js .. ~ 0.46ms
 2026-08-27 16:52:16 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 0.03ms
 2026-08-27 16:52:17 /build/assets/wayfinder-DZh1HhRB.js .. ~ 0.04ms
 2026-08-27 16:52:17 /build/assets/dist-C4E0F_Zx.js .. ~ 0.03ms
 2026-08-27 16:52:17 /build/assets/button-Gg-Ut9h1.js .. ~ 0.03ms
 2026-08-27 16:52:17 /build/assets/utils-CCDJ05Ll.js .. ~ 0.04ms
 2026-08-27 16:52:17 /build/assets/dist-DYpAiMua.js .. ~ 0.33ms
 2026-08-27 16:52:17 /build/assets/es2015-BuDVKjBt.js .. ~ 0.03ms
 2026-08-27 16:52:17 /build/assets/app-CECnkJos.js .. ~ 0.16ms
 2026-08-27 16:52:17 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 0.54ms
 2026-08-27 16:52:17 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 0.03ms
 2026-08-27 16:52:17 /build/assets/wayfinder-DZh1HhRB.js .. ~ 0.03ms
 2026-08-27 16:52:17 /build/assets/validation-CE1VJZsf.js .. ~ 0.03ms
 2026-08-27 16:52:17 /build/assets/weighing-BMCW3w70.js .. ~ 0.03ms
 2026-08-27 16:52:17 /build/assets/attachments-CJgRV7Us.js .. ~ 0.04ms
 2026-08-27 16:52:17 /build/assets/report-BP4HFjM6.js .. ~ 0.28ms
 2026-08-27 16:52:17 /build/assets/review-BlEntY1K.js .. ~ 0.02ms
 2026-08-27 16:52:17 /build/assets/trials-CHjk0dHj.js .. ~ 0.02ms
 2026-08-27 16:52:17 /build/assets/card-BYCv6fNN.js .. ~ 0.03ms
 2026-08-27 16:52:17 /build/assets/trials-table-DcO_Fxer.js .. ~ 0.15ms
 2026-08-27 16:52:17 /build/assets/label-CZXitPCt.js .. ~ 0.49ms
 2026-08-27 16:52:17 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 0.79ms
 2026-08-27 16:52:17 /build/assets/table-BuUfoXgb.js .. ~ 0.12ms
 2026-08-27 16:52:17 /build/assets/badge-Df5YAb2T.js .. ~ 0.04ms
 2026-08-27 16:52:17 /build/assets/button-Gg-Ut9h1.js .. ~ 510.78ms
 2026-08-27 16:52:18 /build/assets/trial-status-D3UwhyRl.js .. ~ 0.05ms
 2026-08-27 16:52:18 /build/assets/trial-wizard-SciBHThv.js .. ~ 0.15ms
 2026-08-27 16:52:18 /build/assets/TrialReportController-GjletRPT.js .. ~ 0.82ms
 2026-08-27 16:52:18 /build/assets/dist-C4E0F_Zx.js .. ~ 0.24ms
 2026-08-27 16:52:18 /build/assets/dist-DYpAiMua.js .. ~ 0.60ms
 2026-08-27 16:52:18 /build/assets/es2015-BuDVKjBt.js .. ~ 0.93ms
 2026-08-27 16:52:18 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 1.22ms
 2026-08-27 16:52:18 /build/assets/validation-CE1VJZsf.js .. ~ 1.41ms
 2026-08-27 16:52:18 /build/assets/utils-CCDJ05Ll.js .. ~ 1.67ms
 2026-08-27 16:52:18 /build/assets/instrument-sans-600-normal-B9e8oLYv.woff .. ~ 0.16ms
 2026-08-27 16:52:18 /build/assets/instrument-sans-400-normal-D1W7dsQl.woff .. ~ 0.49ms
 2026-08-27 16:52:18 /build/assets/instrument-sans-500-normal-Z6ESRlEs.woff .. ~ 0.69ms
 2026-08-27 16:52:18 /approvals .. ~ 0.03ms
 2026-08-27 16:52:18 /build/assets/weighing-BMCW3w70.js .. ~ 0.09ms
 2026-08-27 16:52:18 /build/assets/attachments-CJgRV7Us.js .. ~ 0.44ms
 2026-08-27 16:52:18 /build/assets/report-BP4HFjM6.js .. ~ 0.71ms
 2026-08-27 16:52:18 /build/assets/review-BlEntY1K.js .. ~ 1.05ms
 2026-08-27 16:52:18 /build/assets/trials-CHjk0dHj.js .. ~ 1.35ms
 2026-08-27 16:52:18 /build/assets/card-BYCv6fNN.js .. ~ 1.29ms
 2026-08-27 16:52:18 /build/assets/trials-table-DcO_Fxer.js .. ~ 0.22ms
 2026-08-27 16:52:18 /build/assets/label-CZXitPCt.js .. ~ 0.75ms
 2026-08-27 16:52:18 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 1.09ms
 2026-08-27 16:52:18 /build/assets/table-BuUfoXgb.js .. ~ 1.35ms
 2026-08-27 16:52:18 /build/assets/badge-Df5YAb2T.js .. ~ 1.66ms
 2026-08-27 16:52:18 /build/assets/trial-status-D3UwhyRl.js .. ~ 1.95ms
 2026-08-27 16:52:19 /build/assets/trial-wizard-SciBHThv.js .. ~ 0.05ms
 2026-08-27 16:52:19 /build/assets/TrialReportController-GjletRPT.js .. ~ 0.35ms
 2026-08-27 16:52:18 /trials/waiting-approval .. ~ 2s
 2026-08-27 16:52:21 /trials/in-review .. ~ 510.38ms
 2026-08-27 16:52:21 /trials/approved .. ~ 0.07ms
 2026-08-27 16:52:21 /trials/82/report .. ~ 1s
 2026-08-27 16:52:23 /build/assets/report-CTU5C3xA.js .. ~ 0.66ms
 2026-08-27 16:52:23 /build/assets/confirm-dialog-Dgkf8xbx.js .. ~ 1.11ms
 2026-08-27 16:52:23 /build/assets/dialog-DDHXmbmo.js .. ~ 1.49ms
 2026-08-27 16:52:23 /build/assets/textarea-BJHHUHyE.js .. ~ 1.72ms
 2026-08-27 16:52:23 /build/assets/alert-CzM2wOmw.js .. ~ 1.90ms
 2026-08-27 16:52:23 /build/assets/image-fallback-bn9YmNR0.js .. ~ 2.08ms
 2026-08-27 16:52:23 /build/assets/confirm-dialog-Dgkf8xbx.js .. ~ 0.14ms
 2026-08-27 16:52:23 /build/assets/alert-CzM2wOmw.js .. ~ 0.09ms
 2026-08-27 16:52:23 /build/assets/dialog-DDHXmbmo.js .. ~ 0.03ms
 2026-08-27 16:52:23 /build/assets/report-CTU5C3xA.js .. ~ 0.05ms
 2026-08-27 16:52:23 /trials/82/attachments/717/file .. ~ 0.05ms
 2026-08-27 16:52:23 /trials/82/attachments/718/file .. ~ 0.24ms
 2026-08-27 16:52:23 /build/assets/image-fallback-bn9YmNR0.js .. ~ 0.45ms
 2026-08-27 16:52:23 /trials/82/attachments/719/file .. ~ 0.73ms
 2026-08-27 16:52:23 /trials/82/attachments/720/file .. ~ 0.94ms
 2026-08-27 16:52:23 /trials/82/attachments/716/file .. ~ 1.18ms
 2026-08-27 16:52:23 /trials/82/attachments/715/file .. ~ 1.36ms
 2026-08-27 16:52:23 /build/assets/textarea-BJHHUHyE.js .. ~ 1.57ms
 2026-08-27 16:53:05 /admin/masters .. ~ 0.19ms
 2026-08-27 16:53:05 /build/assets/masters-CoMdWr1N.js .. ~ 510.26ms
 2026-08-27 16:53:05 /build/assets/select-UzNOAZAI.js .. ~ 0.18ms
 2026-08-27 16:53:05 /build/assets/check-DQIbH2Rg.js .. ~ 0.60ms
 2026-08-27 16:53:05 /build/assets/input-error-s5bqd2KT.js .. ~ 0.91ms
 2026-08-27 16:53:05 /build/assets/masters-CoMdWr1N.js .. ~ 1.18ms
 2026-08-27 16:53:06 /build/assets/check-DQIbH2Rg.js .. ~ 0.03ms
 2026-08-27 16:53:06 /build/assets/input-error-s5bqd2KT.js .. ~ 0.14ms
