
 INFO Server running on [http://127.0.0.1:8001]. 

 Press Ctrl+C to stop the server
 2026-08-27 16:53:06 /build/assets/select-UzNOAZAI.js .. ~ 0.43ms
 2026-08-27 16:53:07 /admin/parameters .. ~ 0.13ms
 2026-08-27 16:53:07 /build/assets/parameters-DH-CIXp7.js .. ~ 0.10ms
 2026-08-27 16:53:06 /build/assets/parameters-DH-CIXp7.js .. ~ 1s
 2026-08-27 16:53:07 /admin/products .. ~ 1s
 2026-08-27 16:53:08 /build/assets/products-CY_m9n2k.js .. ~ 0.12ms
 2026-08-27 16:53:08 /reports .. ~ 0.17ms
 2026-08-27 16:53:09 /build/assets/reports-BGKYelZG.js .. ~ 0.16ms
 2026-08-27 16:53:09 /build/assets/list-checks-ivbD5vCG.js .. ~ 0.59ms
 2026-08-27 16:53:09 /build/assets/products-CY_m9n2k.js .. ~ 0.03ms
 2026-08-27 16:53:09 /approvals .. ~ 504.56ms
 2026-08-27 16:53:09 /build/assets/reports-BGKYelZG.js .. ~ 505.10ms
 2026-08-27 16:53:09 /build/assets/approvals-CNsSAgc4.js .. ~ 0.33ms
 2026-08-27 16:53:10 /build/assets/list-checks-ivbD5vCG.js .. ~ 0.03ms
 2026-08-27 16:53:10 /trials/rejected .. ~ 0.22ms
 2026-08-27 16:53:10 /trials/need-revision .. ~ 0.04ms
 2026-08-27 16:53:10 /trials/approved .. ~ 0.20ms
 2026-08-27 16:53:11 /trials/waiting-approval .. ~ 0.14ms
 2026-08-27 16:53:12 /trials/in-review .. ~ 0.14ms
 2026-08-27 16:53:12 /trials/draft .. ~ 510.24ms
 2026-08-27 16:53:12 /build/assets/approvals-CNsSAgc4.js .. ~ 0.04ms
 2026-08-27 16:53:13 /trials/create .. ~ 0.13ms
 2026-08-27 16:53:13 /dashboard .. ~ 501.44ms
 2026-08-27 16:53:13 /build/assets/form-CvsgSlja.js .. ~ 0.05ms
 2026-08-27 16:53:13 /build/assets/combobox-Dl8kJpu4.js .. ~ 0.05ms
 2026-08-27 16:53:13 /build/assets/trial-wizard-steps-CasD2JIN.js .. ~ 0.27ms
 2026-08-27 16:53:13 /build/assets/dashboard-DXNgWEcY.js .. ~ 0.57ms
 2026-08-27 16:53:12 /build/assets/form-CvsgSlja.js .. ~ 1s
 2026-08-27 16:53:14 /build/assets/trial-wizard-steps-CasD2JIN.js .. ~ 0.06ms
 2026-08-27 16:53:14 /build/assets/combobox-Dl8kJpu4.js .. ~ 0.33ms
 2026-08-27 16:53:14 /build/assets/dashboard-DXNgWEcY.js .. ~ 0.16ms
 2026-08-27 16:53:43 /approvals .. ~ 0.14ms
 2026-08-27 16:53:43 /approvals .. ~ 0.05ms
 2026-08-27 16:53:44 /build/assets/app-BjCmWPcB.css .. ~ 0.21ms
 2026-08-27 16:53:44 /build/assets/instrument-sans-400-normal-DRC__1Mx.woff2 .. ~ 0.08ms
 2026-08-27 16:53:44 /build/assets/instrument-sans-500-normal-Dk9ku72i.woff2 .. ~ 0.20ms
 2026-08-27 16:53:44 /build/assets/instrument-sans-600-normal-B7fBEWYG.woff2 .. ~ 0.31ms
 2026-08-27 16:53:44 /build/assets/app-CVoIIMYg.js .. ~ 0.44ms
 2026-08-27 16:53:44 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 0.62ms
 2026-08-27 16:53:44 /build/assets/wayfinder-DZh1HhRB.js .. ~ 0.02ms
 2026-08-27 16:53:44 /build/assets/dist-C4E0F_Zx.js .. ~ 0.18ms
 2026-08-27 16:53:44 /build/assets/button-Gg-Ut9h1.js .. ~ 0.76ms
 2026-08-27 16:53:44 /build/assets/utils-CCDJ05Ll.js .. ~ 1.08ms
 2026-08-27 16:53:44 /build/assets/dist-DYpAiMua.js .. ~ 1.38ms
 2026-08-27 16:53:44 /build/assets/es2015-BuDVKjBt.js .. ~ 0.04ms
 2026-08-27 16:53:44 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 0.03ms
 2026-08-27 16:53:44 /build/assets/app-CVoIIMYg.js .. ~ 0.06ms
 2026-08-27 16:53:44 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 0.42ms
 2026-08-27 16:53:44 /build/assets/wayfinder-DZh1HhRB.js .. ~ 0.88ms
 2026-08-27 16:53:44 /build/assets/validation-CE1VJZsf.js .. ~ 0.05ms
 2026-08-27 16:53:44 /build/assets/weighing-BMCW3w70.js .. ~ 0.10ms
 2026-08-27 16:53:44 /build/assets/attachments-CJgRV7Us.js .. ~ 0.37ms
 2026-08-27 16:53:44 /build/assets/review-BlEntY1K.js .. ~ 0.60ms
 2026-08-27 16:53:44 /build/assets/report-BP4HFjM6.js .. ~ 0.86ms
 2026-08-27 16:53:45 /build/assets/approvals-BxUGXcSO.js .. ~ 0.02ms
 2026-08-27 16:53:45 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 0.15ms
 2026-08-27 16:53:45 /build/assets/card-BYCv6fNN.js .. ~ 0.05ms
 2026-08-27 16:53:45 /build/assets/table-BuUfoXgb.js .. ~ 0.37ms
 2026-08-27 16:53:45 /build/assets/badge-Df5YAb2T.js .. ~ 0.82ms
 2026-08-27 16:53:45 /build/assets/trial-status-D3UwhyRl.js .. ~ 1.23ms
 2026-08-27 16:53:45 /build/assets/TrialReportController-GjletRPT.js .. ~ 0.05ms
 2026-08-27 16:53:45 /build/assets/dist-C4E0F_Zx.js .. ~ 515.16ms
 2026-08-27 16:53:45 /build/assets/instrument-sans-500-normal-Z6ESRlEs.woff .. ~ 0.05ms
 2026-08-27 16:53:45 /build/assets/instrument-sans-600-normal-B9e8oLYv.woff .. ~ 0.28ms
 2026-08-27 16:53:45 /build/assets/instrument-sans-400-normal-D1W7dsQl.woff .. ~ 0.46ms
 2026-08-27 16:53:45 /build/assets/dist-DYpAiMua.js .. ~ 0.08ms
 2026-08-27 16:53:45 /build/assets/button-Gg-Ut9h1.js .. ~ 0.41ms
 2026-08-27 16:53:45 /build/assets/utils-CCDJ05Ll.js .. ~ 0.68ms
 2026-08-27 16:53:45 /build/assets/approvals-BxUGXcSO.js .. ~ 0.95ms
 2026-08-27 16:53:45 /build/assets/es2015-BuDVKjBt.js .. ~ 1.12ms
 2026-08-27 16:53:45 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 1.30ms
 2026-08-27 16:53:46 /build/assets/review-BlEntY1K.js .. ~ 0.18ms
 2026-08-27 16:53:46 /build/assets/validation-CE1VJZsf.js .. ~ 0.61ms
 2026-08-27 16:53:46 /build/assets/attachments-CJgRV7Us.js .. ~ 1.02ms
 2026-08-27 16:53:46 /build/assets/weighing-BMCW3w70.js .. ~ 1.34ms
 2026-08-27 16:53:46 /build/assets/report-BP4HFjM6.js .. ~ 1.53ms
 2026-08-27 16:53:46 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 1.70ms
 2026-08-27 16:53:46 /build/assets/table-BuUfoXgb.js .. ~ 0.05ms
 2026-08-27 16:53:46 /build/assets/card-BYCv6fNN.js .. ~ 0.25ms
 2026-08-27 16:53:46 /build/assets/badge-Df5YAb2T.js .. ~ 0.42ms
 2026-08-27 16:53:46 /build/assets/trial-status-D3UwhyRl.js .. ~ 0.59ms
 2026-08-27 16:53:46 /build/assets/TrialReportController-GjletRPT.js .. ~ 0.76ms
 2026-08-27 16:53:46 /trials/waiting-approval .. ~ 20s
 2026-08-27 16:54:28 /build/assets/trials-table-CJsGC9S1.js .. ~ 0.15ms
 2026-08-27 16:54:28 /build/assets/trials-BLk4RoWQ.js .. ~ 0.41ms
 2026-08-27 16:54:28 /build/assets/label-CZXitPCt.js .. ~ 0.58ms
 2026-08-27 16:54:28 /build/assets/trial-wizard-SciBHThv.js .. ~ 1.03ms
 2026-08-27 16:54:28 /build/assets/label-CZXitPCt.js .. ~ 0.18ms
 2026-08-27 16:54:28 /build/assets/trials-BLk4RoWQ.js .. ~ 0.13ms
 2026-08-27 16:54:28 /build/assets/trials-table-CJsGC9S1.js .. ~ 0.61ms
 2026-08-27 16:54:28 /build/assets/trial-wizard-SciBHThv.js .. ~ 1.05ms
 2026-08-27 16:54:28 /trials/draft .. ~ 9s
 2026-08-27 16:54:38 /trials/create .. ~ 0.18ms
 2026-08-27 16:54:38 /build/assets/form-CY__jx0Q.js .. ~ 0.15ms
 2026-08-27 16:54:28 /build/assets/form-CY__jx0Q.js .. ~ 9s
 2026-08-27 16:54:39 /build/assets/select-CtSH_iBX.js .. ~ 0.20ms
 2026-08-27 16:54:39 /build/assets/check-DQIbH2Rg.js .. ~ 0.63ms
 2026-08-27 16:54:39 /build/assets/combobox-B7cPKcci.js .. ~ 1.00ms
 2026-08-27 16:54:39 /build/assets/input-error-s5bqd2KT.js .. ~ 1.30ms
 2026-08-27 16:54:39 /build/assets/textarea-BJHHUHyE.js .. ~ 1.64ms
 2026-08-27 16:54:39 /build/assets/trial-wizard-steps-CasD2JIN.js .. ~ 1.93ms
 2026-08-27 16:54:39 /build/assets/check-DQIbH2Rg.js .. ~ 0.80ms
 2026-08-27 16:54:39 /build/assets/input-error-s5bqd2KT.js .. ~ 1.26ms
 2026-08-27 16:54:39 /build/assets/select-CtSH_iBX.js .. ~ 1.56ms
 2026-08-27 16:54:39 /build/assets/combobox-B7cPKcci.js .. ~ 1.54ms
 2026-08-27 16:54:39 /build/assets/textarea-BJHHUHyE.js .. ~ 1.73ms
 2026-08-27 16:54:39 /build/assets/trial-wizard-steps-CasD2JIN.js .. ~ 1.87ms
 2026-08-27 16:54:42 /trials/in-review .. ~ 511.84ms
 2026-08-27 16:54:43 /trials/82/report .. ~ 59s
 2026-08-27 16:55:43 /build/assets/report-BoW_gcVS.js .. ~ 0.12ms
 2026-08-27 16:55:43 /build/assets/confirm-dialog-DXhNH3M8.js .. ~ 0.55ms
 2026-08-27 16:55:43 /build/assets/dialog-Bt4-QCYx.js .. ~ 0.81ms
 2026-08-27 16:55:43 /build/assets/alert-CzM2wOmw.js .. ~ 1.08ms
 2026-08-27 16:55:43 /build/assets/image-fallback-bn9YmNR0.js .. ~ 1.52ms
 2026-08-27 16:55:43 /trials/82/attachments/717/file .. ~ 0.17ms
 2026-08-27 16:55:43 /trials/82/attachments/718/file .. ~ 0.05ms
 2026-08-27 16:55:43 /trials/82/attachments/719/file .. ~ 506.98ms
 2026-08-27 16:55:43 /trials/82/attachments/720/file .. ~ 507.34ms
 2026-08-27 16:55:43 /trials/82/attachments/716/file .. ~ 0.27ms
 2026-08-27 16:55:44 /trials/82/attachments/715/file .. ~ 0.34ms
 2026-08-27 16:55:44 /build/assets/report-BoW_gcVS.js .. ~ 0.32ms
 2026-08-27 16:55:44 /build/assets/confirm-dialog-DXhNH3M8.js .. ~ 0.36ms
 2026-08-27 16:55:44 /build/assets/dialog-Bt4-QCYx.js .. ~ 0.56ms
 2026-08-27 16:55:44 /build/assets/alert-CzM2wOmw.js .. ~ 0.79ms
 2026-08-27 16:55:44 /build/assets/image-fallback-bn9YmNR0.js .. ~ 1.02ms
 2026-08-27 16:55:45 /dashboard .. ~ 508.63ms
 2026-08-27 16:55:46 /trials/create .. ~ 0.03ms
 2026-08-27 16:55:46 /approvals .. ~ 0.02ms
 2026-08-27 16:55:46 /trials/approved .. ~ 0.13ms
 2026-08-27 16:55:46 /trials/need-revision .. ~ 0.03ms
 2026-08-27 16:55:47 /trials/waiting-approval .. ~ 0.11ms
 2026-08-27 16:55:49 /trials/40/report .. ~ 514.50ms
 2026-08-27 16:55:50 /trials/40/attachments/313/file .. ~ 2s
 2026-08-27 16:55:52 /trials/40/attachments/298/file .. ~ 1s
 2026-08-27 16:55:52 /trials/40/attachments/299/file .. ~ 3s
 2026-08-27 16:55:54 /trials/40/attachments/300/file .. ~ 3s
 2026-08-27 16:55:55 /trials/40/attachments/301/file .. ~ 3s
 2026-08-27 16:55:57 /trials/40/attachments/302/file .. ~ 3s
 2026-08-27 16:55:58 /trials/40/attachments/312/file .. ~ 3s
 2026-08-27 16:56:00 /trials/40/attachments/304/file .. ~ 3s
 2026-08-27 16:56:02 /trials/40/attachments/297/file .. ~ 3s
 2026-08-27 16:56:03 /trials/40/attachments/305/file .. ~ 4s
 2026-08-27 16:56:05 /trials/40/attachments/296/file .. ~ 4s
 2026-08-27 16:56:07 /trials/40/attachments/303/file .. ~ 4s
 2026-08-27 16:56:09 /trials/rejected .. ~ 2s
 2026-08-27 16:55:44 .. ~ 4m 29s
 2026-08-27 17:03:14 /dashboard .. ~ 512.19ms
 2026-08-27 17:03:15 /trials/rejected .. ~ 0.05ms
 2026-08-27 17:03:15 /build/assets/app-BjCmWPcB.css .. ~ 0.15ms
 2026-08-27 17:03:15 /build/assets/instrument-sans-400-normal-DRC__1Mx.woff2 .. ~ 0.08ms
 2026-08-27 17:03:15 /build/assets/instrument-sans-500-normal-Dk9ku72i.woff2 .. ~ 0.27ms
 2026-08-27 17:03:15 /build/assets/instrument-sans-600-normal-B7fBEWYG.woff2 .. ~ 0.46ms
 2026-08-27 17:03:15 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 0.64ms
 2026-08-27 17:03:15 /build/assets/app-DkXHL2-l.js .. ~ 0.93ms
 2026-08-27 17:03:16 /build/assets/wayfinder-DZh1HhRB.js .. ~ 0.07ms
 2026-08-27 17:03:16 /build/assets/button-Gg-Ut9h1.js .. ~ 0.40ms
 2026-08-27 17:03:16 /build/assets/utils-CCDJ05Ll.js .. ~ 0.76ms
 2026-08-27 17:03:16 /build/assets/dist-C4E0F_Zx.js .. ~ 1.06ms
 2026-08-27 17:03:16 /build/assets/dist-DYpAiMua.js .. ~ 1.37ms
 2026-08-27 17:03:16 /build/assets/es2015-BuDVKjBt.js .. ~ 1.35ms
 2026-08-27 17:03:16 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 0.14ms
 2026-08-27 17:03:16 /build/assets/app-DkXHL2-l.js .. ~ 0.70ms
 2026-08-27 17:03:16 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 0.06ms
 2026-08-27 17:03:16 /build/assets/weighing-BMCW3w70.js .. ~ 0.32ms
 2026-08-27 17:03:16 /build/assets/attachments-CJgRV7Us.js .. ~ 0.08ms
 2026-08-27 17:03:16 /build/assets/validation-CE1VJZsf.js .. ~ 0.43ms
 2026-08-27 17:03:16 /build/assets/trials-Coc8EGJ-.js .. ~ 0.69ms
 2026-08-27 17:03:16 /build/assets/review-BlEntY1K.js .. ~ 0.99ms
 2026-08-27 17:03:16 /build/assets/wayfinder-DZh1HhRB.js .. ~ 1.36ms
 2026-08-27 17:03:16 /build/assets/dist-DYpAiMua.js .. ~ 0.34ms
 2026-08-27 17:03:16 /build/assets/dist-C4E0F_Zx.js .. ~ 0.35ms
 2026-08-27 17:03:16 /build/assets/button-Gg-Ut9h1.js .. ~ 1.97ms
 2026-08-27 17:03:16 /build/assets/utils-CCDJ05Ll.js .. ~ 0.03ms
 2026-08-27 17:03:16 /build/assets/es2015-BuDVKjBt.js .. ~ 0.03ms
 2026-08-27 17:03:16 /build/assets/trials-table-C5ixyzdr.js .. ~ 0.18ms
 2026-08-27 17:03:16 /build/assets/report-BP4HFjM6.js .. ~ 0.53ms
 2026-08-27 17:03:16 /build/assets/card-BYCv6fNN.js .. ~ 0.08ms
 2026-08-27 17:03:16 /build/assets/table-BuUfoXgb.js .. ~ 0.36ms
 2026-08-27 17:03:16 /build/assets/badge-Df5YAb2T.js .. ~ 0.64ms
 2026-08-27 17:03:16 /build/assets/TrialReportController-GjletRPT.js .. ~ 0.90ms
 2026-08-27 17:03:17 /build/assets/trial-wizard-SciBHThv.js .. ~ 0.06ms
 2026-08-27 17:03:17 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 0.52ms
 2026-08-27 17:03:17 /build/assets/label-CZXitPCt.js .. ~ 0.10ms
 2026-08-27 17:03:17 /build/assets/trial-status-D3UwhyRl.js .. ~ 0.51ms
 2026-08-27 17:03:17 /build/assets/instrument-sans-500-normal-Z6ESRlEs.woff .. ~ 0.21ms
 2026-08-27 17:03:17 /build/assets/instrument-sans-600-normal-B9e8oLYv.woff .. ~ 0.61ms
 2026-08-27 17:03:17 /build/assets/instrument-sans-400-normal-D1W7dsQl.woff .. ~ 0.82ms
 2026-08-27 17:03:17 /favicon.svg .. ~ 0.03ms
 2026-08-27 17:03:17 /favicon.ico .. ~ 0.12ms
 2026-08-27 17:03:18 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 0.06ms
 2026-08-27 17:03:18 /build/assets/weighing-BMCW3w70.js .. ~ 0.24ms
 2026-08-27 17:03:18 /build/assets/review-BlEntY1K.js .. ~ 0.42ms
 2026-08-27 17:03:18 /build/assets/attachments-CJgRV7Us.js .. ~ 0.61ms
 2026-08-27 17:03:18 /build/assets/trials-Coc8EGJ-.js .. ~ 0.77ms
 2026-08-27 17:03:18 /build/assets/validation-CE1VJZsf.js .. ~ 1.14ms
 2026-08-27 17:03:18 /build/assets/card-BYCv6fNN.js .. ~ 0.19ms
 2026-08-27 17:03:18 /build/assets/trials-table-C5ixyzdr.js .. ~ 0.65ms
 2026-08-27 17:03:18 /build/assets/report-BP4HFjM6.js .. ~ 0.92ms
 2026-08-27 17:03:18 /build/assets/table-BuUfoXgb.js .. ~ 1.27ms
 2026-08-27 17:03:18 /build/assets/badge-Df5YAb2T.js .. ~ 1.59ms
 2026-08-27 17:03:18 /build/assets/TrialReportController-GjletRPT.js .. ~ 1.88ms
 2026-08-27 17:03:18 /build/assets/trial-wizard-SciBHThv.js .. ~ 0.07ms
 2026-08-27 17:03:18 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 0.34ms
 2026-08-27 17:03:18 /build/assets/label-CZXitPCt.js .. ~ 0.58ms
 2026-08-27 17:03:18 /build/assets/trial-status-D3UwhyRl.js .. ~ 0.87ms
 2026-08-27 17:03:18 /trials/need-revision .. ~ 2s
 2026-08-27 17:03:22 /trials/waiting-approval .. ~ 502.93ms
 2026-08-27 17:03:23 /trials/create .. ~ 0.10ms
 2026-08-27 17:03:23 /build/assets/form-BI5vUvqE.js .. ~ 0.15ms
 2026-08-27 17:03:23 /build/assets/check-DQIbH2Rg.js .. ~ 0.18ms
 2026-08-27 17:03:23 /build/assets/select-CTaqVa4q.js .. ~ 0.51ms
 2026-08-27 17:03:23 /build/assets/combobox-CbE1Zwc7.js .. ~ 0.78ms
 2026-08-27 17:03:23 /build/assets/input-error-s5bqd2KT.js .. ~ 1.26ms
 2026-08-27 17:03:23 /build/assets/textarea-BJHHUHyE.js .. ~ 1.61ms
 2026-08-27 17:03:23 /build/assets/trial-wizard-steps-CasD2JIN.js .. ~ 0.04ms
 2026-08-27 17:03:23 /build/assets/form-BI5vUvqE.js .. ~ 0.03ms
 2026-08-27 17:03:23 /build/assets/check-DQIbH2Rg.js .. ~ 0.15ms
 2026-08-27 17:03:23 /build/assets/input-error-s5bqd2KT.js .. ~ 0.41ms
 2026-08-27 17:03:23 /build/assets/combobox-CbE1Zwc7.js .. ~ 0.63ms
 2026-08-27 17:03:23 /build/assets/select-CTaqVa4q.js .. ~ 1.07ms
 2026-08-27 17:03:23 /build/assets/textarea-BJHHUHyE.js .. ~ 1.25ms
 2026-08-27 17:03:24 /build/assets/trial-wizard-steps-CasD2JIN.js .. ~ 0.04ms
 2026-08-27 17:04:19 /dashboard .. ~ 1s
 2026-08-27 17:04:20 /build/assets/dashboard-BlnQpJ6l.js .. ~ 0.09ms
 2026-08-27 17:04:20 /build/assets/list-checks-ivbD5vCG.js .. ~ 0.05ms
 2026-08-27 17:04:20 /build/assets/dashboard-BlnQpJ6l.js .. ~ 0.29ms
 2026-08-27 17:04:20 /build/assets/list-checks-ivbD5vCG.js .. ~ 0.07ms
 2026-08-27 17:04:44 /admin/notifications .. ~ 0.23ms
 2026-08-27 17:04:44 /trials/rejected .. ~ 511.93ms
 2026-08-27 17:04:55 /reports .. ~ 501.16ms
 2026-08-27 17:04:55 /sso/to-old .. ~ 8s
 2026-08-27 17:05:10 /sso/exchange .. ~ 507.55ms
 2026-08-27 17:05:10 /dashboard .. ~ 0.07ms
 2026-08-27 17:05:11 /build/assets/instrument-sans-400-normal-DRC__1Mx.woff2 .. ~ 0.24ms
 2026-08-27 17:05:11 /build/assets/instrument-sans-500-normal-Dk9ku72i.woff2 .. ~ 0.72ms
 2026-08-27 17:05:11 /build/assets/instrument-sans-600-normal-B7fBEWYG.woff2 .. ~ 1.00ms
 2026-08-27 17:05:11 /build/assets/app-BjCmWPcB.css .. ~ 1.28ms
 2026-08-27 17:05:11 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 1.88ms
 2026-08-27 17:05:11 /build/assets/wayfinder-DZh1HhRB.js .. ~ 2.56ms
 2026-08-27 17:05:12 /build/assets/app-DkXHL2-l.js .. ~ 0.27ms
 2026-08-27 17:05:12 /build/assets/dist-C4E0F_Zx.js .. ~ 4.34ms
 2026-08-27 17:05:12 /build/assets/button-Gg-Ut9h1.js .. ~ 5.36ms
 2026-08-27 17:05:12 /build/assets/utils-CCDJ05Ll.js .. ~ 8.83ms
 2026-08-27 17:05:12 /build/assets/dist-DYpAiMua.js .. ~ 12.10ms
 2026-08-27 17:05:12 /build/assets/es2015-BuDVKjBt.js .. ~ 4.60ms
 2026-08-27 17:05:12 /build/assets/validation-CE1VJZsf.js .. ~ 0.22ms
 2026-08-27 17:05:12 /build/assets/weighing-BMCW3w70.js .. ~ 0.58ms
 2026-08-27 17:05:12 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 0.26ms
 2026-08-27 17:05:12 /build/assets/review-BlEntY1K.js .. ~ 0.03ms
 2026-08-27 17:05:12 /build/assets/attachments-CJgRV7Us.js .. ~ 0.45ms
 2026-08-27 17:05:12 /build/assets/report-BP4HFjM6.js .. ~ 0.43ms
 2026-08-27 17:05:12 /build/assets/dist-C4E0F_Zx.js .. ~ 0.10ms
 2026-08-27 17:05:12 /build/assets/button-Gg-Ut9h1.js .. ~ 0.53ms
 2026-08-27 17:05:12 /build/assets/rolldown-runtime-CbXtAM7H.js .. ~ 0.90ms
 2026-08-27 17:05:12 /build/assets/app-DkXHL2-l.js .. ~ 1.27ms
 2026-08-27 17:05:12 /build/assets/utils-CCDJ05Ll.js .. ~ 1.72ms
 2026-08-27 17:05:12 /build/assets/wayfinder-DZh1HhRB.js .. ~ 3.74ms
 2026-08-27 17:05:12 /build/assets/dashboard-BlnQpJ6l.js .. ~ 0.24ms
 2026-08-27 17:05:12 /build/assets/list-checks-ivbD5vCG.js .. ~ 1.63ms
 2026-08-27 17:05:12 /build/assets/card-BYCv6fNN.js .. ~ 1.22ms
 2026-08-27 17:05:12 /build/assets/label-CZXitPCt.js .. ~ 0.49ms
 2026-08-27 17:05:12 /build/assets/badge-Df5YAb2T.js .. ~ 0.46ms
 2026-08-27 17:05:12 /build/assets/trial-status-D3UwhyRl.js .. ~ 0.94ms
 2026-08-27 17:05:12 /build/assets/dist-DYpAiMua.js .. ~ 0.28ms
 2026-08-27 17:05:12 /build/assets/es2015-BuDVKjBt.js .. ~ 0.92ms
 2026-08-27 17:05:12 /build/assets/validation-CE1VJZsf.js .. ~ 1.32ms
 2026-08-27 17:05:12 /build/assets/weighing-BMCW3w70.js .. ~ 0.05ms
 2026-08-27 17:05:12 /build/assets/createLucideIcon-DmbgV8gS.js .. ~ 0.90ms
 2026-08-27 17:05:12 /build/assets/review-BlEntY1K.js .. ~ 0.06ms
 2026-08-27 17:05:12 /build/assets/TrialReportController-GjletRPT.js .. ~ 0.46ms
 2026-08-27 17:05:12 /build/assets/trials-table-C5ixyzdr.js .. ~ 0.53ms
 2026-08-27 17:05:13 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 0.42ms
 2026-08-27 17:05:13 /build/assets/table-BuUfoXgb.js .. ~ 0.68ms
 2026-08-27 17:05:13 /build/assets/trial-wizard-SciBHThv.js .. ~ 0.79ms
 2026-08-27 17:05:13 /build/assets/instrument-sans-400-normal-D1W7dsQl.woff .. ~ 0.27ms
 2026-08-27 17:05:13 /build/assets/instrument-sans-600-normal-B9e8oLYv.woff .. ~ 1.16ms
 2026-08-27 17:05:13 /build/assets/instrument-sans-500-normal-Z6ESRlEs.woff .. ~ 1.63ms
 2026-08-27 17:05:13 /build/assets/attachments-CJgRV7Us.js .. ~ 0.22ms
 2026-08-27 17:05:14 /build/assets/report-BP4HFjM6.js .. ~ 499.23ms
 2026-08-27 17:05:15 /build/assets/list-checks-ivbD5vCG.js .. ~ 0.48ms
 2026-08-27 17:05:15 /build/assets/dashboard-BlnQpJ6l.js .. ~ 1.16ms
 2026-08-27 17:05:15 /build/assets/card-BYCv6fNN.js .. ~ 1.53ms
 2026-08-27 17:05:15 /build/assets/label-CZXitPCt.js .. ~ 1.92ms
 2026-08-27 17:05:15 /build/assets/badge-Df5YAb2T.js .. ~ 2.31ms
 2026-08-27 17:05:15 /build/assets/trial-status-D3UwhyRl.js .. ~ 2.84ms
 2026-08-27 17:05:15 /build/assets/pagination-footer-DKvBHcl9.js .. ~ 0.39ms
 2026-08-27 17:05:15 /build/assets/TrialReportController-GjletRPT.js .. ~ 0.99ms
 2026-08-27 17:05:15 /build/assets/trials-table-C5ixyzdr.js .. ~ 1.30ms
 2026-08-27 17:05:15 /build/assets/table-BuUfoXgb.js .. ~ 1.64ms
 2026-08-27 17:05:15 /build/assets/trial-wizard-SciBHThv.js .. ~ 2.02ms
 2026-08-27 17:05:13 .. ~ 2m 46s
